claim_ID,insured_amount,claim_amount,coverage_type,months_since_policy_start,province,claim_hour,previous_claim_count,sales_channel,customer_seniority_years,risk_zone,anomaly_score,suspicion_score,is_suspicious,UMAP_1,UMAP_2,cluster
139,2407000,252000.0,Flood,60,Cordoba,19,3,Call Center,5.3,Medium,1,-0.15201836080539582,0,8.3777485,6.3658524,1
140,1385000,270000.0,Fire,7,Mendoza,5,3,Call Center,7.7,Low,1,-0.14984671253096193,0,7.996174,10.055232,1
141,2114000,317000.0,Liability,13,CABA,13,0,Online,0.5,Medium,1,-0.1969083934534348,0,9.543352,-1.5585326,1
142,2654000,277000.0,Fire,4,CABA,6,1,Branch,8.7,Medium,1,-0.17110980742784399,0,10.820016,4.2695837,1
143,1196000,109000.0,Liability,2,Cordoba,1,3,Call Center,5.0,High,1,-0.08709791109010445,0,7.49757,9.942576,1
144,2092000,242000.0,Fire,4,Buenos Aires,6,0,Online,6.9,Medium,1,-0.17091171470729583,0,8.386709,-0.8961062,1
145,2130000,369000.0,Fire,5,Buenos Aires,3,0,Online,8.3,Low,1,-0.16626217337775817,0,8.171605,-0.8378371,1
146,2391000,444000.0,Liability,3,Santa Fe,22,1,Broker,1.7,Low,1,-0.14859942265259923,0,12.829657,0.52017933,1
147,1382000,185000.0,Theft,37,CABA,18,1,Online,1.6,Medium,1,-0.16274608744186236,0,13.048253,2.585209,1
148,1340000,184000.0,Liability,15,Santa Fe,10,3,Branch,1.9,Low,1,-0.16684268454957207,0,8.085504,10.87214,1
149,2261000,303000.0,Glass,18,CABA,11,3,Online,0.3,Medium,1,-0.1882667960520401,0,8.928329,10.8925705,1
150,2148000,92000.0,Liability,11,Santa Fe,16,1,Call Center,3.5,Low,1,-0.16070753802218163,0,12.207392,1.1639031,1
151,2125000,256000.0,Theft,5,Buenos Aires,10,2,Broker,5.9,Low,1,-0.20570776422936726,0,11.0496,9.213008,1
152,2173000,126000.0,Liability,2,Buenos Aires,8,0,Call Center,1.4,Medium,1,-0.16169128976218938,0,8.489451,-1.2885537,1
153,1660000,437000.0,Flood,1,Buenos Aires,22,3,Broker,4.8,Medium,1,-0.1249331868541742,0,9.468275,12.369981,1
154,2116000,223000.0,Liability,4,Mendoza,17,2,Call Center,1.2,Medium,1,-0.19416968427339898,0,12.498507,10.088905,1
155,2147000,465000.0,Liability,45,Santa Fe,20,4,Broker,4.6,Medium,1,-0.1035319689679669,0,9.392669,11.751654,1
156,1643000,411000.0,Glass,5,Mendoza,19,0,Call Center,0.2,Medium,1,-0.16215323638415485,0,9.903168,-2.8646104,1
157,2933000,235000.0,Glass,10,Mendoza,22,0,Call Center,0.1,Medium,1,-0.0966973207914329,0,11.336487,-0.98617035,1
158,2237000,193000.0,Theft,20,Santa Fe,17,2,Branch,3.6,Medium,1,-0.1968896682849519,0,12.189009,10.011449,1
159,1404000,281000.0,Flood,17,Buenos Aires,7,2,Call Center,2.7,Low,1,-0.20402958654274622,0,10.139313,7.962877,1
160,2328000,290000.0,Fire,26,Cordoba,22,0,Broker,0.4,Medium,1,-0.15692581843908837,0,10.920763,-1.8816608,1
161,1513000,335000.0,Flood,5,CABA,10,0,Call Center,1.3,Low,1,-0.1848149072430837,0,8.700632,-2.4257362,1
162,2394000,222000.0,Fire,17,Santa Fe,18,1,Call Center,4.3,Low,1,-0.1991170931984395,0,12.314644,0.78851604,1
163,2579000,375000.0,Theft,35,Buenos Aires,21,2,Online,5.2,Low,1,-0.1479681978356766,0,11.781202,10.207206,1
164,1590000,327000.0,Glass,11,Mendoza,8,2,Broker,5.2,Low,1,-0.20609099986994578,0,10.558445,7.9735436,1
165,2482000,266000.0,Fire,85,Buenos Aires,16,3,Broker,6.9,Low,1,-0.10694404424157117,0,8.107676,6.140828,1
166,2206000,229000.0,Fire,20,Santa Fe,16,1,Call Center,0.8,Low,1,-0.1974637541531712,0,11.897262,1.0589961,1
167,2411000,282000.0,Liability,26,Santa Fe,16,1,Broker,11.2,Medium,1,-0.16407655803320054,0,11.765064,4.078099,1
168,2948000,218000.0,Liability,14,CABA,16,2,Broker,2.6,Medium,1,-0.1564861977655173,0,11.140184,10.80503,1
169,1877000,306000.0,Fire,46,CABA,11,1,Broker,8.8,Low,1,-0.18205148110636793,0,10.871935,3.746262,1
170,1623000,309000.0,Theft,14,Santa Fe,1,3,Call Center,0.3,Medium,1,-0.15147222008489153,0,7.3324246,10.073449,1
171,1555000,326000.0,Theft,68,CABA,2,1,Call Center,2.3,Medium,1,-0.14300846878819873,0,7.895079,4.129373,1
172,1592000,477000.0,Fire,8,Mendoza,10,1,Call Center,5.0,High,1,-0.1708695454214501,0,11.403455,2.6786017,1
173,1961000,287000.0,Theft,48,Buenos Aires,19,3,Call Center,2.0,High,1,-0.17075037020237344,0,9.829747,11.551732,1
174,2171000,400000.0,Fire,24,Cordoba,3,4,Online,6.4,Medium,1,-0.1392554021642714,0,7.963481,10.523248,1
175,2138000,323000.0,Theft,38,Buenos Aires,2,2,Branch,1.0,Medium,1,-0.18190046033666385,0,8.582291,8.053281,1
176,2414000,276000.0,Liability,0,Buenos Aires,7,3,Branch,9.6,High,1,-0.13554154509684557,0,8.919373,9.967568,1
177,2007000,288000.0,Glass,7,Santa Fe,19,2,Call Center,2.4,High,1,-0.20725095034490965,0,12.806598,9.83904,1
178,2727000,294000.0,Liability,45,Cordoba,3,1,Online,8.1,Medium,1,-0.146547302257457,0,8.3996105,1.9007602,1
179,1868000,328000.0,Fire,9,CABA,3,2,Call Center,0.9,High,1,-0.20148059175480126,0,9.719127,8.540577,1
180,3360000,204000.0,Liability,29,CABA,10,3,Branch,10.3,High,1,-0.08230473712494113,0,9.629183,10.18992,1
181,2313000,153000.0,Glass,116,Buenos Aires,18,1,Broker,3.5,Medium,1,-0.06469631326281444,0,7.55075,5.4771743,1
182,1571000,365000.0,Theft,4,Santa Fe,19,1,Online,0.7,Medium,1,-0.18057330560431883,0,13.347195,2.3083746,1
183,1465000,390000.0,Theft,12,Cordoba,4,0,Branch,6.9,Medium,1,-0.14785064755563715,0,7.8686266,-1.5816514,1
184,2241000,375000.0,Flood,4,Santa Fe,17,0,Broker,16.4,High,1,-0.09650283816559602,0,12.429135,5.0977526,1
185,1888000,315000.0,Liability,4,Cordoba,21,0,Broker,0.5,Low,1,-0.1613817911169027,0,10.399619,-2.7077777,1
186,2357000,377000.0,Glass,24,Cordoba,22,2,Online,6.8,High,1,-0.16137862606150832,0,12.044505,9.922208,1
187,2237000,371000.0,Liability,5,CABA,17,1,Broker,8.7,High,1,-0.17406879451262186,0,12.089355,1.5376437,1
188,1964000,379000.0,Fire,15,Buenos Aires,9,3,Branch,0.9,Low,1,-0.195561883712076,0,8.412354,10.968857,1
189,1577000,214000.0,Fire,91,CABA,23,2,Online,6.4,Medium,1,-0.06666416790788388,0,8.207966,5.4717035,1
190,1243000,190000.0,Liability,9,Santa Fe,19,1,Broker,9.6,Medium,1,-0.13828401486005248,0,12.757479,3.819126,1
191,1777000,261000.0,Theft,49,CABA,3,1,Call Center,1.0,Medium,1,-0.172841961890436,0,8.343311,3.112318,1
192,2428000,298000.0,Theft,12,Buenos Aires,22,5,Broker,6.1,Low,1,-0.09877312303291264,0,9.077893,12.332117,1
193,2107000,276000.0,Fire,7,Mendoza,9,0,Broker,13.1,High,1,-0.14462836167303422,0,11.664675,4.76675,1
194,1377000,112000.0,Glass,9,CABA,14,2,Broker,3.1,Medium,1,-0.1486397931597221,0,12.053978,8.663455,1
195,2087000,472000.0,Glass,3,Santa Fe,6,3,Call Center,10.1,Medium,1,-0.13434423577246835,0,8.729849,9.811676,1
196,2193000,273000.0,Theft,27,Buenos Aires,20,0,Broker,1.5,Medium,1,-0.1799570700968844,0,10.746202,-1.9453918,1
197,1558000,317000.0,Liability,17,Santa Fe,1,0,Online,0.3,Low,1,-0.15528128757069293,0,7.391549,-1.4443456,1
198,2077000,424000.0,Fire,22,Cordoba,11,1,Online,6.2,Medium,1,-0.20093072183130045,0,10.94049,2.3314807,1
199,2029000,66000.0,Theft,8,Buenos Aires,15,0,Broker,7.5,Low,1,-0.12969907805717035,0,9.53937,-1.4999652,1
200,1429000,249000.0,Theft,25,Cordoba,14,1,Online,6.4,High,1,-0.18404688812045156,0,11.70889,3.3361273,1
201,2179000,261000.0,Liability,4,Buenos Aires,11,1,Online,1.5,High,1,-0.2163437261826353,0,10.87406,1.3523569,1
202,2280000,266000.0,Theft,25,Mendoza,9,0,Online,12.8,Medium,1,-0.14263268753495745,0,11.414384,4.735372,1
203,2542000,283000.0,Theft,2,Mendoza,17,2,Call Center,0.9,Medium,1,-0.17358072944786157,0,11.912537,10.608286,1
204,2527000,445000.0,Fire,12,Buenos Aires,5,0,Branch,5.4,High,1,-0.15799341410034257,0,8.853965,-0.34630927,1
205,1311000,367000.0,Fire,22,Cordoba,13,1,Broker,2.1,Medium,1,-0.19451258591837334,0,11.809529,2.9550054,1
206,1531000,396000.0,Flood,46,Cordoba,4,0,Broker,5.0,Low,1,-0.13533392001346878,0,8.370318,3.539382,1
207,2258000,305000.0,Fire,40,Santa Fe,11,2,Branch,2.7,Low,1,-0.20176039343718744,0,10.825358,9.175797,1
208,2257000,160000.0,Fire,17,Buenos Aires,14,3,Branch,1.2,Medium,1,-0.16737224146587898,0,9.87364,11.389008,1
209,2258000,92000.0,Theft,51,Cordoba,8,0,Online,0.5,Medium,1,-0.13719199222861045,0,7.912823,2.5649178,1
210,3926000,147000.0,Theft,16,Buenos Aires,20,0,Call Center,1.8,Medium,1,-0.06901344815193089,0,11.263838,-0.47739935,1
211,2285000,336000.0,Liability,17,Mendoza,12,1,Call Center,3.0,Medium,1,-0.2137031186548326,0,10.932353,1.0947974,1
